Account,Store,ShipDate,SumOfShipwght,Tour,Store_region,Store_address,store_city
5,232,28-Feb-97,502.13,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,6-Mar-97,1117.54,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,13-Mar-97,707.5,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,20-Mar-97,495.2,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,27-Mar-97,887.23,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,3-Apr-97,768.69,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,10-Apr-97,38.4,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,18-Apr-97,383.2,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,8-May-97,1714.27,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,15-May-97,565.45,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,22-May-97,356.51,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,29-May-97,649.28,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,12-Jun-97,1146.48,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,19-Jun-97,2069.85,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,26-Jun-97,42,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,7-Jul-97,1027.64,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,10-Jul-97,2748.78,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,17-Jul-97,250.75,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,24-Jul-97,168,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,31-Jul-97,1929.02,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,7-Aug-97,834.83,86,TX,1920 WESTVIEW BLVD,CONROE
5,232,14-Aug-97,1242.13,86,TX,1920 WESTVIEW BLVD,CONROE
5,234,3-Jan-97,285.2,96,LA,U S 51 BY-PASS,HAMMOND
5,234,14-Jan-97,481.28,96,LA,U S 51 BY-PASS,HAMMOND
5,234,18-Feb-97,481.28,96,LA,U S 51 BY-PASS,HAMMOND
5,234,3-Mar-97,155.38,96,LA,U S 51 BY-PASS,HAMMOND
5,234,17-Mar-97,1051.68,96,LA,U S 51 BY-PASS,HAMMOND
5,234,24-Mar-97,536.16,96,LA,U S 51 BY-PASS,HAMMOND
5,234,1-Apr-97,285.2,96,LA,U S 51 BY-PASS,HAMMOND
5,234,5-May-97,254.8,96,LA,U S 51 BY-PASS,HAMMOND
5,234,19-May-97,474.13,96,LA,U S 51 BY-PASS,HAMMOND
5,234,17-Jun-97,1643.15,96,LA,U S 51 BY-PASS,HAMMOND
5,234,24-Jun-97,285.2,96,LA,U S 51 BY-PASS,HAMMOND
5,234,2-Jul-97,285.2,96,LA,U S 51 BY-PASS,HAMMOND
5,234,15-Jul-97,570.4,96,LA,U S 51 BY-PASS,HAMMOND
5,234,18-Jul-97,-254.8,96,LA,U S 51 BY-PASS,HAMMOND
5,234,22-Jul-97,285.2,96,LA,U S 51 BY-PASS,HAMMOND
5,234,29-Jul-97,273.28,96,LA,U S 51 BY-PASS,HAMMOND
5,234,13-Aug-97,1195.2,96,LA,U S 51 BY-PASS,HAMMOND
5,234,14-Aug-97,-285.2,96,LA,U S 51 BY-PASS,HAMMOND
5,259,3-Jan-97,850.48,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,6-Jan-97,-491.42,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,8-Jan-97,667.39,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,14-Jan-97,507.76,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,22-Jan-97,63,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,4-Feb-97,625.9,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,11-Feb-97,2450.05,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,18-Feb-97,1655.9,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,26-Feb-97,850.06,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,7-Mar-97,1376.43,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,11-Mar-97,-250.13,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,12-Mar-97,2438.29,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,18-Mar-97,1262.61,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,20-Mar-97,962.56,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,25-Mar-97,1911.01,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,1-Apr-97,639.83,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,9-Apr-97,664.4,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,15-Apr-97,783.99,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,22-Apr-97,908.34,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,7-May-97,450.4,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,8-May-97,-256.7,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,14-May-97,250.13,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,15-May-97,364,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,20-May-97,1775.33,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,3-Jun-97,726.91,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,11-Jun-97,1264.94,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,19-Jun-97,2865.68,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,20-Jun-97,715.36,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,26-Jun-97,149.58,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,27-Jun-97,451.57,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,2-Jul-97,1354.6,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,9-Jul-97,1402.16,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,16-Jul-97,1083.5,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,17-Jul-97,224.4,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,18-Jul-97,-850.11,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,23-Jul-97,615,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,30-Jul-97,977.16,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,6-Aug-97,944.48,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,259,13-Aug-97,814.5,89,LA,1620 MARTIN LUTHER KING BLVD,HOUMA
5,282,3-Jan-97,285.2,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,17-Jan-97,726.2,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,7-Feb-97,675.4,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,14-Feb-97,4202.66,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,24-Feb-97,1011.38,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,28-Feb-97,887.91,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,14-Mar-97,764.61,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,21-Mar-97,596.31,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,24-Mar-97,0,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,31-Mar-97,820.53,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,7-Apr-97,693.11,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,11-Apr-97,400.85,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,21-Apr-97,420.54,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,25-Apr-97,1080.77,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,5-May-97,309.69,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,9-May-97,1865.18,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,16-May-97,569.47,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,30-May-97,3419.51,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,3-Jun-97,1381.14,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,6-Jun-97,168,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,13-Jun-97,1688.45,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,23-Jun-97,250.75,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,24-Jun-97,494.34,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,7-Jul-97,1128.88,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,11-Jul-97,912.2,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,18-Jul-97,2070.71,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,21-Jul-97,1456.29,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,25-Jul-97,1002.38,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,1-Aug-97,320.9,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,282,8-Aug-97,644.1,88,TX,8602 NORTH NAVARRO STREET,VICTORIA
5,365,3-Jan-97,285.41,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,10-Jan-97,1540.97,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,24-Jan-97,369.2,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,7-Feb-97,268,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,14-Feb-97,41.79,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,21-Feb-97,3836.13,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,28-Feb-97,63,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,7-Mar-97,147,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,14-Mar-97,2834.4,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,21-Mar-97,343.25,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,4-Apr-97,1609.76,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,11-Apr-97,285.2,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,18-Apr-97,635.15,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,25-Apr-97,510.01,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,2-May-97,1824.62,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,6-May-97,-84,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,9-May-97,485.85,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,16-May-97,546.56,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,19-May-97,102.65,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,23-May-97,409.34,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,30-May-97,841.55,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,2-Jun-97,107.4,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,10-Jun-97,969.7,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,19-Jun-97,619.33,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,27-Jun-97,-102.65,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,1-Jul-97,1111.05,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,2-Jul-97,404.78,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,7-Jul-97,1648.86,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,15-Jul-97,636.48,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,21-Jul-97,1278.72,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,22-Jul-97,230.4,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,4-Aug-97,1408.95,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,11-Aug-97,468.28,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,365,12-Aug-97,285.2,94,LA,3625 HIGHWAY 14,LAKE CHARLES
5,461,3-Jan-97,2006.69,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,10-Jan-97,613.51,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,17-Jan-97,4.51,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,20-Jan-97,-48.54,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,7-Feb-97,1051.68,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,14-Feb-97,3878.96,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,21-Feb-97,2259.75,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,25-Feb-97,27.72,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,28-Feb-97,1390.93,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,7-Mar-97,577.2,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,14-Mar-97,1400.88,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,28-Mar-97,1948.61,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,4-Apr-97,2208.14,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,11-Apr-97,862.72,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,18-Apr-97,827.46,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,25-Apr-97,418.2,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,2-May-97,1630.69,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,9-May-97,950.8,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,16-May-97,1685.32,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,23-May-97,1118.25,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,30-May-97,945.37,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,6-Jun-97,567.63,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,13-Jun-97,2468.76,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,20-Jun-97,2502.36,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,27-Jun-97,300.38,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,7-Jul-97,2565.81,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,9-Jul-97,-221.25,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,11-Jul-97,1349.84,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,18-Jul-97,1591.29,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,22-Jul-97,-124,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,25-Jul-97,2197.23,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,31-Jul-97,1479.58,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,461,8-Aug-97,2266.49,94,LA,9460 CORTANA PLACE,BATON ROUGE
5,484,3-Jan-97,30.6,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,10-Jan-97,898.25,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,17-Jan-97,636.97,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,24-Jan-97,68,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,5-Feb-97,-342,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,7-Feb-97,2251.89,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,14-Feb-97,122.74,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,21-Feb-97,3077.58,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,28-Feb-97,2630.44,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,7-Mar-97,871.48,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,14-Mar-97,503.32,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,21-Mar-97,1824.25,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,31-Mar-97,2936.94,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,1-Apr-97,-2936.94,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,4-Apr-97,185,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,11-Apr-97,3649.06,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,14-Apr-97,504,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,18-Apr-97,828.95,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,25-Apr-97,250.13,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,2-May-97,1464.59,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,5-May-97,132,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,9-May-97,224.19,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,16-May-97,916.75,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,23-May-97,3454.05,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,30-May-97,509.32,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,6-Jun-97,1001.96,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,13-Jun-97,2882.64,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,20-Jun-97,1968.99,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,27-Jun-97,1558.74,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,3-Jul-97,1128.88,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,7-Jul-97,2439.22,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,8-Jul-97,430.5,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,11-Jul-97,3893.97,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,18-Jul-97,951.9,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,21-Jul-97,-285.2,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,25-Jul-97,1972.9,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,31-Jul-97,1784.45,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,8-Aug-97,834.46,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,484,14-Aug-97,2472.46,#N/A,LA,3726 AMBASSADOR CAFFERY,LAFAYETTE
5,501,28-Apr-97,14769.21,#N/A,TX,19580 TOMBALL PARKWAY,HOUSTON
5,501,30-Apr-97,-3.41,#N/A,TX,19580 TOMBALL PARKWAY,HOUSTON
5,501,29-May-97,315,#N/A,TX,19580 TOMBALL PARKWAY,HOUSTON
5,501,5-Jun-97,334.13,#N/A,TX,19580 TOMBALL PARKWAY,HOUSTON
5,501,12-Jun-97,925.92,#N/A,TX,19580 TOMBALL PARKWAY,HOUSTON
5,501,19-Jun-97,265.41,#N/A,TX,19580 TOMBALL PARKWAY,HOUSTON
5,501,26-Jun-97,1292.74,#N/A,TX,19580 TOMBALL PARKWAY,HOUSTON
5,501,3-Jul-97,668.27,#N/A,TX,19580 TOMBALL PARKWAY,HOUSTON
5,501,10-Jul-97,278.76,#N/A,TX,19580 TOMBALL PARKWAY,HOUSTON
5,501,24-Jul-97,673.58,#N/A,TX,19580 TOMBALL PARKWAY,HOUSTON
5,501,31-Jul-97,871.03,#N/A,TX,19580 TOMBALL PARKWAY,HOUSTON
5,501,7-Aug-97,285.2,#N/A,TX,19580 TOMBALL PARKWAY,HOUSTON
5,501,14-Aug-97,1195.75,#N/A,TX,19580 TOMBALL PARKWAY,HOUSTON
19,1005,9-Jan-97,1344,87,TX,7950 FM 1960,HOUSTON
19,1005,16-Jan-97,1528.81,87,TX,7950 FM 1960,HOUSTON
19,1005,23-Jan-97,1162,87,TX,7950 FM 1960,HOUSTON
19,1005,30-Jan-97,1853.6,87,TX,7950 FM 1960,HOUSTON
19,1005,6-Feb-97,2117.19,87,TX,7950 FM 1960,HOUSTON
19,1005,13-Feb-97,1666.89,87,TX,7950 FM 1960,HOUSTON
19,1005,20-Feb-97,5735.46,87,TX,7950 FM 1960,HOUSTON
19,1005,27-Feb-97,1417,87,TX,7950 FM 1960,HOUSTON
19,1005,6-Mar-97,756.99,87,TX,7950 FM 1960,HOUSTON
19,1005,13-Mar-97,708,87,TX,7950 FM 1960,HOUSTON
19,1005,20-Mar-97,1142.04,87,TX,7950 FM 1960,HOUSTON
19,1005,27-Mar-97,1189.28,87,TX,7950 FM 1960,HOUSTON
19,1005,3-Apr-97,3329,87,TX,7950 FM 1960,HOUSTON
19,1005,10-Apr-97,2300.38,87,TX,7950 FM 1960,HOUSTON
19,1005,11-Apr-97,-20.79,87,TX,7950 FM 1960,HOUSTON
19,1005,17-Apr-97,3003.25,87,TX,7950 FM 1960,HOUSTON
19,1005,24-Apr-97,1634.38,87,TX,7950 FM 1960,HOUSTON
19,1005,1-May-97,1565.54,87,TX,7950 FM 1960,HOUSTON
19,1005,8-May-97,4772.5,87,TX,7950 FM 1960,HOUSTON
19,1005,15-May-97,3009,87,TX,7950 FM 1960,HOUSTON
19,1005,22-May-97,6786,87,TX,7950 FM 1960,HOUSTON
19,1005,29-May-97,613,87,TX,7950 FM 1960,HOUSTON
19,1005,5-Jun-97,1290,87,TX,7950 FM 1960,HOUSTON
19,1005,12-Jun-97,1368,87,TX,7950 FM 1960,HOUSTON
19,1005,19-Jun-97,9671.58,87,TX,7950 FM 1960,HOUSTON
19,1005,26-Jun-97,945.38,87,TX,7950 FM 1960,HOUSTON
19,1005,3-Jul-97,1786.4,87,TX,7950 FM 1960,HOUSTON
19,1005,10-Jul-97,3211.87,87,TX,7950 FM 1960,HOUSTON
19,1005,17-Jul-97,3663,87,TX,7950 FM 1960,HOUSTON
19,1005,22-Jul-97,-88,87,TX,7950 FM 1960,HOUSTON
19,1005,24-Jul-97,408,87,TX,7950 FM 1960,HOUSTON
19,1005,31-Jul-97,2596.2,87,TX,7950 FM 1960,HOUSTON
19,1005,7-Aug-97,2430.5,87,TX,7950 FM 1960,HOUSTON
19,1005,14-Aug-97,4668.56,87,TX,7950 FM 1960,HOUSTON
19,1006,2-Jan-97,773.6,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,9-Jan-97,5224,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,16-Jan-97,2892.78,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,23-Jan-97,9.05,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,30-Jan-97,3849.55,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,6-Feb-97,3355.9,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,13-Feb-97,1391.99,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,20-Feb-97,625.54,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,27-Feb-97,4669.5,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,6-Mar-97,927.4,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,13-Mar-97,2605.62,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,20-Mar-97,600,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,27-Mar-97,2280,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,3-Apr-97,2421.94,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,10-Apr-97,4366.39,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,17-Apr-97,1676,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,24-Apr-97,3015.59,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,1-May-97,1387.5,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,8-May-97,2246.99,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,15-May-97,870.4,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,22-May-97,4694.99,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,29-May-97,1444.99,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,5-Jun-97,1236,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,12-Jun-97,824.04,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,19-Jun-97,4434.7,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,25-Jun-97,-11.55,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,26-Jun-97,383.05,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,7-Jul-97,1128.15,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,10-Jul-97,1511.99,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,17-Jul-97,373.95,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,24-Jul-97,2417,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,31-Jul-97,975,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,7-Aug-97,2418.55,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1006,14-Aug-97,4802.41,93,TX,25415 I-45 NORTH,THE WOODLANDS
19,1007,7-Jan-97,1393,91,TX,5400 FAIRMONT PARKWAY,PASADENA
19,1007,8-Jan-97,256.7,91,TX,5400 FAIRMONT PARKWAY,PASADENA
19,1007,17-Jan-97,4653.82,91,TX,5400 FAIRMONT PARKWAY,PASADENA
19,1007,21-Jan-97,1185.57,91,TX,5400 FAIRMONT PARKWAY,PASADENA
19,1007,28-Jan-97,2670,91,TX,5400 FAIRMONT PARKWAY,PASADENA
19,1007,4-Feb-97,11376.57,91,TX,5400 FAIRMONT PARKWAY,PASADENA
19,1007,11-Feb-97,1016.4,91,TX,5400 FAIRMONT PARKWAY,PASADENA
19,1007,18-Feb-97,3035,91,TX,5400 FAIRMONT PARKWAY,PASADENA
19,1007,25-Feb-97,1490.39,91,TX,5400 FAIRMONT PARKWAY,PASADENA
19,1007,4-Mar-97,2700,91,TX,5400 FAIRMONT PARKWAY,PASADENA
19,1007,11-Mar-97,7258.45,91,TX,5400 FAIRMONT PARKWAY,PASADENA
19,1007,18-Mar-97,2277.62,91,TX,5400 FAIRMONT PARKWAY,PASADENA
19,1007,25-Mar-97,1639.55,91,TX,5400 FAIRMONT PARKWAY,PASADENA
19,1007,1-Apr-97,3897,91,TX,5400 FAIRMONT PARKWAY,PASADENA
19,1007,8-Apr-97,5188.94,91,TX,5400 FAIRMONT PARKWAY,PASADENA
19,1007,15-Apr-97,1961.24,91,TX,5400 FAIRMONT PARKWAY,PASADENA
19,1007,22-Apr-97,1380,91,TX,5400 FAIRMONT PARKWAY,PASADENA
19,1007,29-Apr-97,2652,91,TX,5400 FAIRMONT PARKWAY,PASADENA
19,1007,6-May-97,2426.16,91,TX,5400 FAIRMONT PARKWAY,PASADENA
